Model,Year,Brand,Kms_driven,Fuel_type,Price
Maruti Suzuki Ignis,2021,Maruti,12532, Petrol ,642999
Volkswagen Vento Comfortline,2011,Volkswagen,132000, Diesel,175000
Toyota Innova Crysta,2022,Toyota,15800, Diesel,2120000
Toyota Innova Crysta,2022,Toyota,15800, Diesel,2120000
Ford EcoSport Ambiente,2013,Ford,90000, Diesel,330000
Mahindra XUV 500,2016,Mahindra,134000, Diesel,850000
Ford EcoSport Titanium,2019,Ford,91000, Diesel,899999
Maruti Suzuki Omni,2008,Maruti,70000, Petrol,250000
Maruti Suzuki Swift,2008,Maruti,139000, Diesel ,199000
Maruti Suzuki Swift,2020,Maruti,10568, Petrol ,592499
Volkswagen Polo,2018,Volkswagen,96751, Petrol ,709299
Mahindra Scorpio S10,2016,Mahindra,74539, Diesel ,1056799
Maruti Suzuki Alto,2018,Maruti,34014, Petrol ,307099
Mahindra Scorpio S10,2016,Mahindra,43452, Diesel ,1058699
Hyundai Creta S,2020,Hyundai,17814, Diesel ,1404599
Renault Duster,2017,Renault,89143, Diesel ,685899
MG Motors Hector,2020,MG,21000, Petrol,1500000
Hyundai Verna FLUIDIC,2018,Hyundai,2500, Petrol,775000
Maruti Suzuki Alto,2011,Maruti,29900, Petrol,165000
Hyundai i10 Magna,2014,Hyundai,64000, Petrol,250000
Mahindra Jeep CL550,2009,Mahindra,15000, Diesel,325000
Mercedes Benz C,2015,Mercedes,33600, Petrol ,2200000
Toyota Innova 2.5,2007,Toyota,106000, Diesel,325000
Maruti Suzuki Ertiga,2013,Maruti,48180, CNG,635000
Honda Jazz VX,2016,Honda,52500, Petrol ,580000
Maruti Suzuki Swift,2017,Maruti,66000, Diesel,677000
Maruti Suzuki Swift,2017,Maruti,66000, Diesel,677000
Maruti Suzuki A,2022,Maruti,784175, Petrol,500000
Maruti Suzuki Alto,2022,Maruti,70022082, CNG,50000
Chevrolet Spark LS,2009,Chevrolet,44200, Petrol,120000
Maruti Suzuki Wagon,2008,Maruti,73000, Petrol,250000
Maruti Suzuki A,2022,Maruti,40, Petrol,50000000
Volkswagen Vento 1.2,2019,Volkswagen,38700, Petrol,1085000
Honda WR V,2017,Honda,21000, Petrol,630000
Skoda Octavia Elegance,2016,Skoda,59900, Petrol,999999
Hyundai Elantra 1.6,2012,Hyundai,76500, Diesel ,599000
Volkswagen Taigun,2022,Volkswagen,2200, Petrol ,1895000
Toyota Yaris G,2019,Toyota,22150, Petrol ,888000
Hyundai Xcent SX,2014,Hyundai,75700, Petrol,465000
Hyundai Elite i20,2017,Hyundai,36600, Petrol,725000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,23, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Maruti Suzuki Gypsy,2022,Maruti,16, Petrol,590000
Mahindra Jeep Classic,2022,Mahindra,15, Diesel,437000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,436000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,431000
Maruti Suzuki A,2022,Maruti,40, Petrol,50000000
Maruti Suzuki A,2000,Maruti,93951488, CNG,9101658655
Maruti Suzuki Alto,2016,Maruti,120000, Petrol,310000
Honda Jazz 1.2,2009,Honda,72000, Petrol ,180000
Maruti Suzuki Dzire,2018,Maruti,68000, Diesel,775000
Hyundai Santro Xing,2005,Hyundai,53160, Petrol,87000
Tata Tigor,2020,Tata,57000, Petrol,500000
Maruti Suzuki Omni,2011,Maruti,48500, Hybrid,190000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,431000
Maruti Suzuki Gypsy,2022,Maruti,13, Petrol,560000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,23, Diesel,432000
Maruti Suzuki Gypsy,2022,Maruti,13, Petrol,562000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,438000
Mahindra Jeep Classic,2022,Mahindra,28, Diesel,451000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,429000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,385000
Ford EcoSport Titanium,2017,Ford,31000, Petrol,750000
Tata ALTROZ XZ,2020,Tata,38700, Petrol,649000
Maruti Suzuki Alto,2020,Maruti,20000, Petrol ,360000
Tata Safari,2009,Tata,136000, Diesel,180000
Maruti Suzuki Swift,2006,Maruti,65000, Petrol,119999
Ford Ikon 1.4,2010,Ford,980000, Diesel,180000
Volkswagen Vento Highline,2012,Volkswagen,90000, Diesel,299000
Honda Accord 2.4,2002,Honda,140000, Petrol,200000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,438000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,25, Diesel,439000
Maruti Suzuki Gypsy,2022,Maruti,23, Petrol,590000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,426000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,421000
Mahindra Jeep Classic,2022,Mahindra,17, Diesel,392000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,436000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,429000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,437000
Mahindra Jeep Classic,2022,Mahindra,43, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,435000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,429000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,435000
Maruti Suzuki SX4,2007,Maruti,46000, Petrol,125000
Tata Indigo eCS,2012,Tata,63000, Diesel,115000
Tata Nano Lx,2014,Tata,28000, Petrol,110000
Maruti Suzuki Baleno,2020,Maruti,87780, Petrol,600000
Chevrolet Sail Hatchback,2015,Chevrolet,78000, Petrol ,265000
Maruti Suzuki Esteem,2007,Maruti,88000, Petrol,150000
Maruti Suzuki Wagon,2012,Maruti,59000, CNG,215000
Tata Bolt XT,2016,Tata,72000, Petrol,215000
Maruti Suzuki Gypsy,2021,Maruti,12, Petrol,598000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,437000
Maruti Suzuki Gypsy,2022,Maruti,13, Petrol,599000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,421000
Mahindra Jeep Classic,2022,Mahindra,23, Diesel,453000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,431000
Maruti Suzuki Gypsy,2022,Maruti,13, Petrol,590000
Maruti Suzuki Gypsy,2022,Maruti,16, Petrol,568000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,25, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,19, Diesel,437000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Hyundai Santro 1.1,2021,Hyundai,12000, Petrol,450000
Toyota Corolla Altis,2014,Toyota,102000, Petrol,440000
Hyundai Grand i10,2018,Hyundai,23000, Petrol,450000
Jeep Compass Longitude,2018,Jeep,17000, Diesel,1250000
Honda City 1.5,2009,Honda,99000, Hybrid ,225000
Volkswagen Vento Highline,2019,Volkswagen,2600, Diesel ,850000
Tata Tiago Revotorq,2021,Tata,25700, Petrol ,530000
Hyundai Santro Xing,2006,Hyundai,74000, Petrol ,150000
Mahindra Bolero,2016,Mahindra,200000, Diesel,600000
Maruti Suzuki Celerio,2020,Maruti,55000, CNG,560000
Maruti Suzuki Swift,2019,Maruti,36000, Petrol,575000
Maruti Suzuki Vitara,2018,Maruti,25000, Diesel,765000
Hyundai Verna,2012,Hyundai,90000, Diesel,425000
Toyota Innova 2.5,2014,Toyota,130000, Diesel,1300000
Maruti Suzuki Wagon,2012,Maruti,98000, CNG,265000
Mahindra Scorpio 2.6,2005,Mahindra,105000, Diesel,185000
Maruti Suzuki Ritz,2016,Maruti,160301, Diesel,315000
Honda Civic VX,2007,Honda,91725, Petrol,240000
Ford EcoSport Titanium,2014,Ford,129000, Diesel,728000
Maruti Suzuki Ertiga,2013,Maruti,48180, CNG,635000
Maruti Suzuki SX4,2010,Maruti,60532, Petrol,265000
Maruti Suzuki Zen,2011,Maruti,40780, CNG,195000
Maruti Suzuki A,2012,Maruti,31328, Petrol,210000
Honda Amaze 1.2,2019,Honda,33000, Petrol,750000
Mahindra TUV300 T8,2017,Mahindra,38000, Diesel,825000
Honda City VX,2019,Honda,61000, Petrol,1155000
Audi Q3 2.0,2014,Audi,88759, Diesel ,1790000
Skoda Rapid STYLE,2020,Skoda,74567, Petrol,990000
Maruti Suzuki Zen,2008,Maruti,84550, Petrol,120000
Maruti Suzuki Zen,1999,Maruti,70000, Petrol,80000
Honda Civic Hybrid,2008,Honda,950000, CNG,230000
Chevrolet Optra Magnum,2010,Chevrolet,131000, Diesel ,200000
Maruti Suzuki Alto,2011,Maruti,65300, Petrol,215000
Chevrolet Beat LS,2010,Chevrolet,63000, Petrol,115000
Hyundai i10 Sportz,2013,Hyundai,80000, Petrol,350000
Hyundai Accent CRDi,2004,Hyundai,125000, Diesel,145000
Hyundai Verna 1.6,2021,Hyundai,26211, Petrol ,1290000
Renault Kiger RXT,2021,Renault,2246, Petrol ,990000
BMW X1 sDrive20d,2018,BMW,40128, Diesel ,2890000
Mini Countryman Cooper,2020,Mini Cooper,19710, Diesel ,3690000
Mercedes Benz B,2016,Mercedes,44572, Diesel ,1790000
Tata Nexon XMA,2020,Tata,27066, Diesel,844444
Audi A4 2.0,2014,Audi,57643, Diesel ,1590000
Hyundai Creta 1.4,2018,Hyundai,82000, Diesel,877777
Audi A6 35,2017,Audi,60566, Diesel ,3390000
Honda City ZX,2021,Honda,9900, Petrol,1490000
Chevrolet Optra Elite,2008,Chevrolet,45000, Petrol,135000
Toyota Camry,1999,Toyota,46523, Diesel,495000
Mahindra TUV300 T6,2016,Mahindra,41642, Diesel,666666
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,403000
Kia Seltos GTX,2019,Kia,33000, Diesel,1525000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,398000
Skoda Rapid 1.5,2015,Skoda,140000, Diesel,450000
Hyundai Accent,2005,Hyundai,120000, Diesel ,120000
Honda City ZX,2008,Honda,35000, Petrol,250000
Tata Indica Vista,2010,Tata,78000, Diesel,175000
Tata Indica Vista,2010,Tata,18000, Diesel,200000
Skoda Octavia Ambiente,2005,Skoda,200000, Diesel,150000
Hyundai i10 Sportz,2009,Hyundai,118000, Petrol,265000
Mahindra Marazzo M8,2020,Mahindra,38000, Diesel,1050000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,449000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,446000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,438500
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,441000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,421000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,438000
Maruti Suzuki Estilo,2012,Maruti,67500, Petrol,200000
MG Motors Hector,2019,MG,35000, Diesel,1600000
Mahindra Thar CRDe,2022,Mahindra,8000, Petrol,1900000
Maruti Suzuki Omni,2015,Maruti,17000, Petrol ,340000
Hyundai Verna,2008,Hyundai,150000, Diesel,250000
Maruti Suzuki Swift,2010,Maruti,82000, Diesel,220000
Hyundai Creta 1.6,2019,Hyundai,32000, Petrol,1050000
Hyundai Verna 1.6,2017,Hyundai,33500, Petrol ,1100000
Maruti Suzuki Wagon,2010,Maruti,120000, CNG ,270000
Maruti Suzuki Wagon,2012,Maruti,89999, CNG ,310000
Chevrolet Enjoy,2016,Chevrolet,100000, Diesel,285000
Honda City 1.5,2008,Honda,84000, Petrol,99000
Maruti Suzuki Ritz,2011,Maruti,52000, Diesel,181000
Toyota Innova Crysta,2019,Toyota,103000, Diesel,2650000
Nissan Micra XV,2014,Nissan,45000, Petrol,215000
Hyundai Creta 1.4,2019,Hyundai,33000, Petrol,1121000
Honda City V,2014,Honda,55000, Diesel,445000
Volkswagen Polo Comfortline,2019,Volkswagen,14000, Petrol,545000
Honda City VX,2018,Honda,24900, Petrol,789000
Maruti Suzuki Baleno,2017,Maruti,37000, Petrol,560000
Hyundai Creta 1.4,2017,Hyundai,49000, Diesel,750000
Mahindra XUV 500,2013,Mahindra,120000, Diesel,535000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,413000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,439000
Maruti Suzuki Zen,2011,Maruti,40000, CNG,225000
Toyota Corolla Altis,2017,Toyota,39000, Petrol,824000
Volkswagen Vento Comfortline,2013,Volkswagen,42000, Diesel,275000
Maruti Suzuki Estilo,2014,Maruti,64000, Petrol ,320000
Volkswagen Polo Comfortline,2011,Volkswagen,51000, Diesel,200000
Ford EcoSport Trend,2015,Ford,128100, Diesel ,400000
Ford EcoSport Titanium,2018,Ford,74039, Diesel ,738249
Hyundai Fluidic Verna,2013,Hyundai,35000, Petrol ,440000
Maruti Suzuki Swift,2015,Maruti,120000, Diesel,425000
Toyota Corolla Altis,2010,Toyota,140000, Diesel ,325000
Hyundai i10 Magna,2009,Hyundai,95000, CNG,110000
Maruti Suzuki Ertiga,2016,Maruti,50500, CNG,792000
Maruti Suzuki Wagon,2021,Maruti,50000, CNG,615000
Mahindra XUV 500,2016,Mahindra,59000, Diesel,945000
Maruti Suzuki Baleno,2019,Maruti,26000, Petrol,858000
Maruti Suzuki Ciaz,2017,Maruti,46081, Diesel,666666
Maruti Suzuki XL6,2019,Maruti,32000, Petrol,1175000
Honda Jazz 1.2,2017,Honda,13500, Petrol,725000
Hyundai Verna 1.4,2013,Hyundai,48448, Diesel,295000
Hyundai Elite i20,2014,Hyundai,55000, Petrol,445000
Maruti Suzuki Ertiga,2018,Maruti,74000, CNG,775000
Hyundai Tucson 2WD,2018,Hyundai,46000, Diesel,1499000
Honda Amaze 1.5,2016,Honda,52999, Diesel ,545000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,398000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,443000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,451500
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,510000
Chevrolet Enjoy 1.3,2013,Chevrolet,47000, Diesel,265000
Maruti Suzuki Stingray,2015,Maruti,87565, Petrol ,325000
Maruti Suzuki Maruti,2007,Maruti,92000, Petrol,60000
Chevrolet Captiva 2.0,2011,Chevrolet,200000, Diesel ,400000
Honda WRV,2017,Honda,70000, Diesel,800000
Maruti Suzuki Alto,2006,Maruti,125000, Petrol,85000
Hyundai i10 Magna,2009,Hyundai,112000, Petrol,130000
Hyundai Elantra 2.0,2014,Hyundai,5000, Diesel ,225000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Maruti Suzuki Ciaz,2018,Maruti,20800, Petrol,775000
Jaguar XF 2.2,2013,Jaguar,21000, Diesel,1222222
Ford EcoSport Titanium,2015,Ford,53000, Petrol,499000
Hyundai Elite i20,2016,Hyundai,67500, Diesel,625000
Maruti Suzuki Ertiga,2019,Maruti,53000, Petrol,850000
Hyundai Grand i10,2020,Hyundai,11000, Petrol,650000
Maruti Suzuki Alto,2011,Maruti,29900, Petrol,165000
Hyundai Verna Fluidic,2020,Hyundai,26453, Petrol,1290000
Renault Kiger RXT,2022,Renault,2134, Petrol,990000
Skoda Octavia LK,2018,Skoda,84556, Petrol,1544444
Skoda Octavia Elegance,2016,Skoda,59900, Petrol,1099999
Mahindra XUV 500,2014,Mahindra,34000, Diesel,685000
Maruti Suzuki Swift,2007,Maruti,108000, Diesel,200000
Ford Endeavour 2.5L,2014,Ford,36036, Diesel,990000
Honda City ZX,2021,Honda,9090, Petrol,1490000
Maruti Suzuki Wagon,2012,Maruti,110000, Petrol,260000
Honda Amaze 1.2,2020,Honda,57000, CNG,700000
Tata Nano Lx,2011,Tata,35000, Petrol,79000
MG Motors Hector,2021,MG,10500, Diesel ,2000000
Nissan Sunny XL,2012,Nissan,110000, Diesel,300000
Maruti Suzuki Celerio,2019,Maruti,120000, CNG,350000
Tata Indica,2015,Tata,143575, Diesel ,235000
BMW X1 sDrive20d,2018,BMW,40123, Diesel,2890000
Hyundai Grand i10,2017,Hyundai,10897, Petrol,560000
Hyundai Xcent SX,2015,Hyundai,32000, Petrol,395000
Tata Safari New,2007,Tata,95000, Diesel,215000
Hyundai i20 Magna,2013,Hyundai,64000, Petrol,345000
Maruti Suzuki Vitara,2016,Maruti,69000, Diesel,775000
Maruti Suzuki Ertiga,2016,Maruti,65000, CNG,765000
Honda City 1.5,2012,Honda,77000, Petrol,435000
Renault Lodgy 85,2017,Renault,67000, Diesel,565000
Maruti Suzuki Swift,2014,Maruti,28000, Petrol,395000
Maruti Suzuki Alto,2012,Maruti,30000, Petrol,195000
Hyundai Santro Xing,2009,Hyundai,50000, Petrol,135000
Skoda Rapid Elegance,2013,Skoda,67000, Petrol,395000
Hyundai Grand i10,2015,Hyundai,50000, Petrol,385000
Hyundai i10 Asta,2010,Hyundai,34500, Petrol,275000
Volkswagen Vento Trendline,2011,Volkswagen,97000, Petrol,285000
Honda Amaze,2020,Honda,55000, Diesel ,710000
Toyota Innova 2.5,2010,Toyota,77500, Diesel,475000
Hyundai Eon Magna,2012,Hyundai,67000, Petrol,195000
Tata Indica,2000,Tata,200000, Diesel ,75000
Ford Figo Trend,2017,Ford,76000, Diesel ,290000
Datsun Redi GO,2020,Datsun,24000, Petrol ,285000
Toyota Corolla,2008,Toyota,118000, Petrol ,305000
Maruti Suzuki Swift,2008,Maruti,110000, Diesel,385000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,442000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,416000
Mahindra Jeep Classic,2022,Mahindra,41, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,447000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,449000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Maruti Suzuki Wagon,2020,Maruti,25000, Petrol,520000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,442000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,438000
Mahindra Jeep Classic,2022,Mahindra,18, Diesel,436000
Mahindra Jeep Classic,2022,Mahindra,15, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,18, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,550000
Honda Brio VX,2019,Honda,45000, Petrol,525000
Toyota Etios J,2011,Toyota,118900, Petrol ,225000
Ford Figo,2016,Ford,49000, Diesel,395000
Maruti Suzuki Estilo,2007,Maruti,70000, Petrol ,120000
Hyundai i20 Asta,2011,Hyundai,40260, Petrol ,325000
Ford Fiesta,2010,Ford,120000, Diesel,260000
Ford Fiesta 1.4,2010,Ford,120000, Diesel ,260000
Maruti Suzuki Alto,2008,Maruti,110000, Hybrid,60000
Mahindra Maxx,2017,Mahindra,70000, Diesel,310000
Ford Figo Diesel,2014,Ford,75000, Diesel,425000
Honda City VX,2017,Honda,53617, Petrol,999999
Maruti Suzuki Ertiga,2016,Maruti,55000, Diesel,600000
Hyundai Santro Xing,2014,Hyundai,65000, CNG,255000
Hyundai Verna 1.6,2018,Hyundai,23000, Petrol,850000
Hyundai i20 Magna,2012,Hyundai,38000, Petrol,335000
Maruti Suzuki Alto,2012,Maruti,30000, Petrol,185000
Hyundai i20 1.4,2013,Hyundai,63000, CNG,365000
Honda Amaze 1.2,2015,Honda,27000, Petrol,495000
Hyundai i20 Magna,2013,Hyundai,31000, Diesel,299999
Honda Accord 2.4,2011,Honda,49000, Petrol ,475000
Honda City 1.5,2014,Honda,55000, Diesel ,445000
Hyundai Verna Fluidic,2018,Hyundai,28000, Petrol ,845000
Renault Duster RxL,2013,Renault,62000, Petrol,365000
Nissan Micra XL,2017,Nissan,35400, Petrol ,535000
Ford EcoSport Titanium,2020,Ford,26700, Petrol ,975000
Tata Safari Storme,2013,Tata,100000, Diesel,610000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,16, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,15, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,438000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,437000
Mahindra Jeep Classic,2022,Mahindra,14, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,438000
Ford EcoSport Titanium,2017,Ford,53500, Petrol ,735000
Hyundai Verna Fluidic,2018,Hyundai,72000, CNG,899999
Maruti Suzuki Vitara,2016,Maruti,91094, Diesel,622222
Honda Civic 1.8,2011,Honda,34000, Petrol,233333
Honda City 1.5,2015,Honda,42000, Petrol ,525000
Maruti Suzuki Baleno,2017,Maruti,37000, Petrol ,545000
Toyota Corolla Altis,2015,Toyota,57000, Petrol ,595000
Volkswagen Polo Comfortline,2019,Volkswagen,14000, Petrol ,545000
Land Rover Discovery,2016,Land Rover,56000, Diesel ,2995000
Hyundai Verna Fluidic,2018,Hyundai,45000, Diesel ,685000
Honda City 1.5,2014,Honda,49000, Petrol ,545000
Mahindra XUV 500,2015,Mahindra,68000, Diesel ,1500000
Honda CRV 2.4,2017,Honda,19000, Petrol,1425000
Honda City 1.5,2016,Honda,53000, Petrol,549000
Maruti Suzuki Swift,2008,Maruti,77000, Petrol,195000
Maruti Suzuki Swift,2010,Maruti,71000, Petrol,245000
Mahindra Jeep Classic,2022,Mahindra,18, Diesel,437000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Maruti Suzuki Ertiga,2014,Maruti,35000, Petrol,750000
Toyota Camry V4,2011,Toyota,78000, Petrol,360000
Maruti Suzuki Baleno,2017,Maruti,84109, Petrol + CNG ,588999
Honda City V,2018,Honda,90113, Petrol + CNG ,893699
Toyota Corolla Altis,2014,Toyota,94666, Petrol ,682449
Maruti Suzuki Ciaz,2017,Maruti,62847, Petrol ,756099
Maruti Suzuki Swift,2006,Maruti,114000, CNG,145000
Hyundai Fluidic Verna,2021,Hyundai,27611, Diesel,1199999
Mahindra Bolero SLE,2015,Mahindra,85000, Diesel,611000
Mahindra Bolero SLE,2015,Mahindra,85000, Diesel,611000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,525000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,550000
Mahindra TUV300 T6,2016,Mahindra,850000, Diesel,625000
Chevrolet Tavera Neo,2013,Chevrolet,62000, Diesel,675000
Mahindra Quanto C8,2013,Mahindra,85000, Diesel,350000
Chevrolet Beat LT,2014,Chevrolet,55000, Petrol,250000
Mahindra Quanto C8,2015,Mahindra,85000, Diesel,411000
Mahindra Bolero SLE,2015,Mahindra,72000, Diesel,625000
Tata Sumo SE,2014,Tata,85000, Diesel,411000
Toyota Innova 2.5,2011,Toyota,112000, Diesel,675000
Chevrolet Sail UVA,2017,Chevrolet,75000, Diesel,375000
Mahindra TUV300 T6,2016,Mahindra,85000, Diesel,625000
Maruti Suzuki Ciaz,2017,Maruti,62847, Petrol ,756099
Maruti Suzuki Ciaz,2017,Maruti,23647, Petrol ,742999
Jeep Compass,2018,Jeep,88971, Diesel ,1129299
Mahindra TUV300 T8,2017,Mahindra,83316, Diesel ,583099
Toyota Innova Crysta,2016,Toyota,83982, Diesel ,1388199
Hyundai Grand i10,2018,Hyundai,23602, Petrol ,581799
Maruti Suzuki Baleno,2017,Maruti,20632, Petrol ,605299
Hyundai Creta 1.6,2016,Hyundai,75215, Petrol ,877699
Maruti Suzuki Baleno,2016,Maruti,38000, Diesel,555555
Honda Accord 3.5,2010,Honda,56115, Petrol,499999
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,432000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,395000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,438000
Maruti Suzuki Gypsy,2022,Maruti,12, Petrol,593000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,431000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,439000
Mahindra Jeep Classic,2022,Mahindra,13, Diesel,463000
Audi A4 2.0,2014,Audi,27000, Diesel ,1150000
Mahindra Marazzo M2,2020,Mahindra,19990, Diesel ,1150000
Skoda Kodiaq,2019,Skoda,60400, Diesel ,3260000
Mahindra XUV 500,2017,Mahindra,46000, Diesel,649999
Mahindra TUV300 T6,2015,Mahindra,80000, Diesel,444444
BMW 3 Series,2013,BMW,33000, Diesel,844444
Hyundai Grand i10,2019,Hyundai,42000, Diesel,415000
Maruti Suzuki Baleno,2017,Maruti,20632, Petrol ,605299
Hyundai Grand i10,2017,Hyundai,79116, Petrol ,544499
Maruti Suzuki Eeco,2017,Maruti,39482, Petrol ,419799
Hyundai Grand i10,2017,Hyundai,63788, Petrol ,430549
MG Motors Hector,2019,MG,56543, Petrol + CNG ,1279699
Maruti Suzuki Alto,2017,Maruti,71089, Petrol ,309099
Maruti Suzuki Baleno,2021,Maruti,42899, Petrol ,720899
Maruti Suzuki Ertiga,2018,Maruti,80236, Diesel ,813599
Toyota Innova 2.5,2006,Toyota,300000, Diesel ,360000
Maruti Suzuki Swift,2008,Maruti,150000, Diesel,255000
Nissan Terrano XV,2015,Nissan,98000, Diesel,550000
Mahindra Jeep Classic,2022,Mahindra,12, Diesel,432000
Honda City VX,2015,Honda,66000, Petrol,575000
Honda Jazz 1.2,2017,Honda,27000, Petrol,600000
Maruti Suzuki Baleno,2021,Maruti,9380, Petrol ,772000
Maruti Suzuki Swift,2018,Maruti,96000, Diesel,825000
Maruti Suzuki Swift,2016,Maruti,185000, Diesel ,500000
Land Rover Range,2021,Land Rover,35000, Diesel,6666666
Kia Sonet,2020,Kia,30000, Petrol,999000
Ford EcoSport Titanium,2014,Ford,42000, Petrol,425000
Honda City,2017,Honda,113000, Diesel,750000
Mitsubishi Lancer 1.8,2005,Mitsubishi,80000, Petrol,190000
Ford Figo 1.5,2019,Ford,39900, Diesel ,689000
Maruti Suzuki S,2021,Maruti,12700, Petrol ,1099000
Renault Kwid,2018,Renault,23301, Petrol ,354899
Hyundai i10 Magna,2015,Hyundai,64604, Petrol ,345099
Mahindra XUV 500,2017,Mahindra,63895, Diesel ,989749
Maruti Suzuki Eeco,2021,Maruti,11574, Petrol ,531399
MG Motors Hector,2021,MG,16088, Petrol ,1742599
Maruti Suzuki Wagon,2018,Maruti,44441, Petrol + CNG ,433899
Maruti Suzuki Swift,2018,Maruti,16022, Petrol ,562199
Maruti Suzuki Celerio,2021,Maruti,44370, Petrol + CNG ,602199
Skoda Octavia L,2018,Skoda,35700, Diesel ,2095000
